"anchor_id, distance",x,y,z
3,6.430479,0.12572931884985628,-0.016167992889589266,0.0962348991200921
3,6.346053,0.24891485075629902,-0.02180956315006667,0.2592557354565145
3,6.411718,0.1492228414088437,-0.013850117635465033,0.6091186028036363
3,6.496144,0.10453421876576875,-0.009631284094708627,0.8082707148853379
3,6.43517,0.12529066296588467,0.013956213732440666,1.0017525984012812
3,6.120916,0.3141527880277774,0.17924557252745926,1.0516867240311125
3,5.801971,0.5044377702418645,0.37860323416181973,1.0697199491417795
3,5.52055,0.7006681238363357,0.5834312396127329,1.0703799178145517
3,5.295413,0.9205998667193644,0.7374868599525035,1.0839378248687361
3,5.117179,1.1635260397666227,0.8643146407313214,1.0897507046240966
3,4.901423,1.3160567046893812,0.9534077909031611,1.09468236424173
3,4.704428,1.5240306327697999,1.011200863420708,1.105855518234228
3,4.526195,1.74387162644539,1.046670512525682,1.0964894124562432
3,4.263535,1.976240981829444,1.0987570518385863,1.10472142779726
3,4.150966,2.127605836852969,1.090308881544772,1.2230567235842074
3,4.240083,2.1397001378853484,0.9534200160564917,1.2599592772118027
3,4.427697,2.2216867944002407,0.8550398884995201,1.3642944700446347
3,4.451149,2.32171898328346,0.7595837688770453,1.4012128415354668
3,4.366722,2.324204138353783,0.8164563952759313,1.2758379776403408
3,4.089991,2.3798444091327413,0.9782640701556992,1.035238342618363
3,4.024326,2.398397233642957,1.0793440365393674,0.9469666508005027
3,3.80857,2.393339282047726,1.289539327505661,0.9098143530085055
3,3.67724,2.394082824813071,1.402182706876421,0.9143770574768859
3,3.592813,2.397872966555326,1.5393396949321327,0.915080033311899
3,3.588123,2.391255532411282,1.6735476025791147,0.9095988958003397
3,3.433341,2.368493583456222,1.807285997732722,0.9070492571619572
3,3.362986,2.2875922655858942,2.066163454168205,0.9012450789646835
3,3.466174,2.250988244320904,2.2121593398586827,0.891447175065538
3,3.316082,2.2035287502522127,2.311822874553048,0.8985475781592125
3,3.42396,2.0833999081859065,2.334752749244676,0.9058406797060377
3,3.489625,1.9347565931483584,2.3189764377391997,0.9032579374134374
3,3.80857,1.7581780625340075,2.2993046480266655,0.9061454461033089
3,3.916448,1.6278033756505723,2.2935469986899952,0.8981453486795377
3,4.014945,1.498577395897377,2.3201899015835954,0.8969880583591052
3,3.789808,1.3790399372885163,2.348600571082661,0.9052898654351361
3,4.099372,1.2386718774954597,2.3552515386575723,0.9066548854228473
3,4.680976,0.9722956111043605,2.3392105890936747,0.914899558907996
3,4.840448,0.8178236905359128,2.350298920684451,0.9159884502510282
3,4.432387,0.6867199907066723,2.3614609679955425,1.0011181708310966
3,5.206296,0.5433597230002111,2.381413873868095,1.0641989033863997
3,5.117179,0.45187639702190535,2.426935572709437,1.2015232414665162
3,5.107799,0.3316091355457736,2.4628489660094344,1.474462032855604
3,5.483027,0.2326254436657774,2.44760693859059,1.6115385413087142
3,5.445504,0.04332519887230802,2.3785238469994345,1.3331484449979667
3,5.680022,0.023203258415472508,2.250254369858281,1.2003743380383498
3,5.370459,0.041564877986426954,1.9472875963962386,1.1543484589509523
3,5.820733,0.04290375804631132,1.7707875025542616,1.1521399729340303
3,5.436124,0.04418370411674093,1.5921346324512673,1.1480539873420104
3,5.816042,0.11070004890580973,1.2862119138372385,1.1293389255669535
3,5.675332,0.256189007222268,1.0067989332246248,1.1442667690208748

3,0,5.343282242921421,3.883223009688919,0.268959260786815

3,0,3.4324728243071823,2.7398060286227373,0.8256240483293651

3,5.769139,0.40356114573299207,0.7265827994613042,1.13141841421725
3,5.712855,0.5453446886059633,0.8283532722031465,1.1460448347341623
3,5.436124,0.68980483084597,0.9336587234537371,1.2406195769282982
3,5.694093,0.652992227624825,0.7690644827245521,1.302977326563457
3,5.614357,0.598861373547901,0.8719635871854932,1.514050885180532
3,5.426743,0.7041597451977583,1.0460439190816546,1.5829096119941963
3,5.220367,0.8512660390028073,1.2071575360554982,1.5962791904318485
3,4.967088,1.0363204230619958,1.3803513677512942,1.6055763964525402
3,4.666905,1.2414053118321258,1.5233434074786059,1.6243576508077338
3,4.512123,1.3684565918482208,1.6697733285318792,1.5973367951505881
3,4.34327,1.5371967301632126,1.7644680297350155,1.5953013376772314
3,4.136895,1.716309736167159,1.8042565039646241,1.5933614408487216
3,4.010255,1.8775067006255435,1.9230797703287064,1.5829101981127238
3,3.81795,2.0307210295418185,1.991592378608532,1.5735244443329197
3,3.761666,2.215521279696038,2.0154802389690567,1.5801375415982297
3,4.024326,2.40557748700208,2.052899686150884,1.5953268237105225
3,3.531839,2.5624798300978227,2.148101680187427,1.5854264644221647
3,3.245727,2.64866538594236,2.2110657871375614,1.5892481629635515
3,3.348915,2.755224156128999,2.26383688506942,1.6040373286139693
3,3.015899,2.8568674464930375,2.283812734611973,1.6153213865758367
3,2.865808,2.9583464869874407,2.2869532200947624,1.6185092893184503
3,2.790762,3.0534189071398026,2.273550519515333,1.6064615525677546
3,2.823595,3.2142039540519187,2.2315402836670333,1.5987496106286339
3,2.818904,3.31435542729723,2.2087077682542176,1.6068689208112144
3,2.635981,3.4106268371360993,2.204040651400828,1.572888949948101
3,2.448366,3.5197371305719694,2.2069681253130216,1.487989739572178
3,2.711026,3.6274075632426923,2.2224863416079823,1.4429299450984847
3,2.528102,3.698748875233666,2.206851139945914,1.3486840617271785

3,0,4.221836155119975,3.2963873839885007,0.5367428421729019
